recipe_id,ingredient_id,line_no,amount,unit,raw_text,type_tag,anchor_name,anchor_form,sour,sweet,bitter,aroma,fruity,body,role_rule,role_confidence,role_reason,role_source,amount_value,amount_ratio_all,amount_rank_all
5,26,5,0.25,oz,.25 oz Luxardo Fernet,other,herbal_botanical,bitters,0.1,0.2,0.9,0.8,0.1,0.3,bitters,0.85,"Fernet is used in very small quantity (0.25 oz) with extremely high bitterness (0.9), functioning as a bittering agent despite being labeled as 'other'",llm_contextual_v1,0.25,0.022222222222222223,6.0
5,27,6,3.0,dash,3 dash Scrappy's Aromatic Bitters,bitters,aromatic,bitters,0.1,0.2,0.9,0.9,0.3,0.1,bitters,0.95,"Aromatic bitters are explicitly labeled as bitters, used in dashes with high bitterness (0.9), serving as a classic bittering agent",llm_contextual_v1,3.0,0.26666666666666666,2.0
6,5,1,1.0,oz,1 oz Junipero Gin,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,base_spirit,0.95,"Junipero Gin is a spirit with the highest amount among alcoholic components (1 oz), serving as the primary alcoholic foundation of the cocktail.",llm_contextual_v1,1.0,0.0784313725490196,3.0
6,7,4,0.75,oz,.75 oz Lemon Juice,juice,lemon,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.9,"Lemon juice is a citrus juice with high sour flavor (0.8), typically used to add acidity and balance sweetness in cocktails.",llm_contextual_v1,0.75,0.058823529411764705,4.0
6,29,2,1.0,oz,1 oz House-made Simple Syrup*,syrup,sugar,syrup,0.1,0.9,0.1,0.2,0.0,0.4,sweetener,0.95,Simple syrup has a very high sweet flavor (0.9) and is a common sweetener used to balance acidity and bitterness in cocktails.,llm_contextual_v1,1.0,0.0784313725490196,3.0
6,30,3,1.0,oz,1 oz Manzanilla Sherry,other,grape,fortified_wine,0.3,0.6,0.4,0.8,0.7,0.5,modifier,0.85,"Manzanilla Sherry is a fortified wine (1 oz) that modifies the base gin with its distinct flavor profile, enhancing complexity without being the primary spirit.",llm_contextual_v1,1.0,0.0784313725490196,3.0
6,32,5,2.0,dash,2 dash Absinthe,other,wormwood,spirit,0.2,0.4,0.8,0.9,0.3,0.7,bitters,0.8,"Absinthe is used in small dashes (2 dash) with high bitter flavor (0.8), acting as a concentrated flavoring agent similar to bitters in classic cocktails.",llm_contextual_v1,2.0,0.1568627450980392,2.0
6,33,6,7.0,,6-8  Sugar Snap Peas,other,pea,other,0.1,0.7,0.3,0.6,0.8,0.4,garnish,0.75,"Sugar snap peas are listed as 6-8 pieces, likely used as a decorative or aromatic garnish rather than a core mixing ingredient, based on typical cocktail practices.",llm_contextual_v1,7.0,0.5490196078431373,1.0
6,34,7,,top,top Tonic,mixer_water,quinine,other,0.1,0.4,0.8,0.3,0.1,0.2,dilution,0.9,"Tonic is topped up, serving to dilute the drink and add effervescence, similar to soda water or other mixers in cocktails.",llm_contextual_v1,,,
7,35,1,2.0,oz,2 oz Bourbon,spirit,corn,spirit,0.1,0.6,0.4,0.8,0.5,0.7,base_spirit,0.95,"Bourbon is the primary alcoholic component with the largest amount (2 oz) and highest amount_rank, forming the foundation of the drink",llm_contextual_v1,2.0,0.4444444444444444,1.0
7,36,2,1.0,oz,1 oz Fresh Lemon Juice,juice,lemon,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.9,"Fresh lemon juice provides acidity with high sour flavor profile (0.8), typical for balancing cocktails",llm_contextual_v1,1.0,0.2222222222222222,2.0
7,37,3,0.5,oz,.5 oz Luxardo Sangue Morlacco Cherry Liqueur,liqueur,cherry,liqueur,0.2,0.8,0.4,0.7,0.6,0.6,modifier,0.85,"Luxardo Sangue Morlacco Cherry Liqueur modifies the base spirit with cherry flavor and moderate alcohol content, enhancing complexity",llm_contextual_v1,0.5,0.1111111111111111,3.0
7,38,4,0.5,oz,.5 oz Small Hand Foods Pineapple Gum Syrup,juice,pineapple,syrup,0.2,0.9,0.3,0.7,0.8,0.6,sweetener,0.9,Pineapple gum syrup adds significant sweetness (sweet=0.9) to balance the acidity and bitterness in the cocktail,llm_contextual_v1,0.5,0.1111111111111111,3.0
7,39,5,0.5,oz,.5 oz Egg White,other,egg,other,0.1,0.2,0.1,0.3,0.2,0.4,other,0.8,Egg white provides texture and foam but doesn't fit standard cocktail role categories; it's primarily for mouthfeel and presentation,llm_contextual_v1,0.5,0.1111111111111111,3.0
8,3,3,0.75,oz,.75 oz Lime Juice,juice,lime,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.95,"Lime juice is a citrus juice that provides acidity to balance the drink, typical for sour cocktails.",llm_contextual_v1,0.75,0.14285714285714285,3.0
8,40,1,1.5,oz,1.5 oz Hophead Vodka,spirit,grain,spirit,0.2,0.1,0.3,0.4,0.0,0.6,base_spirit,0.9,"Hophead Vodka is the primary alcoholic component with the highest amount among spirits, forming the foundation of the drink.",llm_contextual_v1,1.5,0.2857142857142857,2.0
8,41,2,0.5,oz,.5 oz Ginger Liqueur,liqueur,ginger,liqueur,0.1,0.8,0.3,0.9,0.4,0.7,modifier,0.85,"Ginger Liqueur enhances the base spirit's flavor with its aromatic and spicy notes, used in a moderate amount.",llm_contextual_v1,0.5,0.09523809523809523,4.0
8,43,4,0.5,oz,.5 oz Pure Cane Simple Syrup,syrup,sugar,syrup,0.1,0.9,0.1,0.2,0.0,0.4,sweetener,0.95,Pure Cane Simple Syrup is a classic sweetener used to balance acidity and bitterness in cocktails.,llm_contextual_v1,0.5,0.09523809523809523,4.0
8,44,5,2.0,count,2 count Deschutes Fresh Squeezed IPA (from tap),other,hops,other,0.3,0.2,0.8,0.9,0.6,0.5,dilution,0.8,"Deschutes Fresh Squeezed IPA adds volume and dilutes the drink while contributing bitterness and aroma, similar to soda or tonic in function.",llm_contextual_v1,2.0,0.38095238095238093,1.0
9,22,3,0.25,oz,.25 oz Luxardo Maraschino Liqueur,liqueur,cherry,liqueur,0.1,0.8,0.4,0.9,0.7,0.6,sweetener,0.85,"Luxardo Maraschino Liqueur is a sweet liqueur with high sweetness (0.8) and moderate amount (0.25 oz), used to add sweetness and cherry flavor to balance the drink.",llm_contextual_v1,0.25,0.05263157894736842,4.0
9,36,4,0.25,oz,.25 oz Fresh Lemon Juice,juice,lemon,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.95,"Fresh Lemon Juice is a citrus juice with high sourness (0.8), providing acidity to balance sweetness and enhance flavors in the cocktail.",llm_contextual_v1,0.25,0.05263157894736842,4.0
9,45,1,0.75,oz,.75 oz Cognac,spirit,grape,spirit,0.2,0.6,0.4,0.9,0.7,0.8,base_spirit,0.9,"Cognac is a spirit with moderate amount (0.75 oz) and high aroma/body, serving as the primary alcoholic foundation despite not being the largest by volume.",llm_contextual_v1,0.75,0.15789473684210525,2.0
9,46,2,0.5,oz,.5 oz Cointreau,other,orange,liqueur,0.2,0.8,0.4,0.9,0.7,0.6,modifier,0.85,"Cointreau is an orange liqueur with high sweetness (0.8) and aroma, used to modify and enhance the base spirit's flavor with citrus notes.",llm_contextual_v1,0.5,0.10526315789473684,3.0
9,49,5,3.0,oz,3 oz Champagne,wine,grape,fortified_wine,0.3,0.6,0.4,0.7,0.8,0.5,dilution,0.8,"Champagne is the largest ingredient by volume (3 oz, 63.2% ratio), serving to dilute and lighten the drink while adding effervescence and flavor.",llm_contextual_v1,3.0,0.631578947368421,1.0
10,50,1,1.0,oz,1 oz King's Ginger Liqueur,liqueur,ginger,liqueur,0.1,0.8,0.3,0.9,0.4,0.7,base_spirit,0.9,"King's Ginger Liqueur is the primary alcoholic component with the highest amount ratio among alcoholic ingredients, serving as the foundation of the drink.",llm_contextual_v1,1.0,0.3076923076923077,2.0
10,51,2,1.5,oz,1.5 oz Homemade milk chocolate,mixer_water,cacao,other,0.1,0.6,0.5,0.7,0.2,0.8,modifier,0.85,"Homemade milk chocolate modifies the base spirit's flavor with its rich, creamy profile and has the highest amount ratio, enhancing the overall taste.",llm_contextual_v1,1.5,0.46153846153846156,1.0
10,52,3,0.75,oz,.75 oz Hazelnut Cinnamon syrup,syrup,hazelnut,syrup,0.1,0.9,0.3,0.7,0.4,0.6,sweetener,0.95,"Hazelnut Cinnamon syrup is a syrup with high sweetness (sweet=0.9), used to balance other flavors in the cocktail.",llm_contextual_v1,0.75,0.23076923076923078,3.0
10,53,4,,oz,oz Marshmallow whip cream,dairy,marshmallow,other,0.1,0.9,0.2,0.3,0.0,0.8,garnish,0.8,"Marshmallow whip cream is a dairy-based decorative element with no specified amount, likely used as a topping for visual and aromatic appeal.",llm_contextual_v1,,,
10,54,5,,oz,oz Ginger snaps,spirit,ginger,spirit,0.1,0.3,0.4,0.8,0.2,0.7,garnish,0.8,"Ginger snaps are listed with no amount, typically used as a decorative or aromatic garnish to complement the ginger flavors in the drink.",llm_contextual_v1,,,
11,55,1,1.5,oz,1.5 oz Jasmine Tea/Rice-Infused Junipero Gin*,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,base_spirit,0.95,"Junipero Gin is the primary alcoholic component with the highest amount (1.5 oz) and is tagged as a spirit, forming the foundation of the drink",llm_contextual_v1,1.5,0.4,1.0
11,56,2,0.75,oz,.75 oz Leopold Bros. Sour Apple Liqueur,liqueur,apple,liqueur,0.2,0.8,0.3,0.7,0.9,0.6,modifier,0.85,"Leopold Bros. Sour Apple Liqueur modifies the gin's flavor with apple notes, has moderate amount (0.75 oz), and is a liqueur that enhances rather than sweetens primarily",llm_contextual_v1,0.75,0.2,2.0
11,57,3,0.75,oz,.75 oz Lime,other,lime,other,0.8,0.3,0.4,0.7,0.6,0.4,acid,0.9,"Lime juice provides acidity (sour=0.8) to balance the drink, typical in cocktails for tartness",llm_contextual_v1,0.75,0.2,2.0
11,58,4,0.5,oz,.5 oz House-made Honey Syrup**,syrup,honey,syrup,0.1,0.9,0.2,0.7,0.6,0.5,sweetener,0.95,"House-made Honey Syrup is explicitly a syrup with high sweetness (sweet=0.9), used to balance acidity and bitterness",llm_contextual_v1,0.5,0.13333333333333333,3.0
11,59,5,0.25,oz,.25 oz Lo-Fi Gentian Amaro,liqueur,herbal_botanical,liqueur,0.2,0.7,0.8,0.9,0.3,0.7,bitters,0.8,"Lo-Fi Gentian Amaro is used in small quantity (0.25 oz) with high bitterness (bitter=0.8), acting as a bittering agent to add complexity",llm_contextual_v1,0.25,0.06666666666666667,4.0
12,1,1,1.5,oz,1.5 oz Mezcal,spirit,agave,spirit,0.2,0.6,0.4,0.8,0.5,0.7,base_spirit,0.95,"Mezcal is the primary alcoholic component with the highest amount (1.5 oz) and type_tag 'spirit', forming the foundation of the drink.",llm_contextual_v1,1.5,0.3333333333333333,2.0
12,61,2,0.25,oz,.25 oz Luxardo Espresso Italian Liqueur,liqueur,coffee,liqueur,0.1,0.8,0.6,0.9,0.3,0.7,modifier,0.85,"Luxardo Espresso Italian Liqueur is a liqueur that modifies the base spirit's flavor with coffee notes, adding sweetness and aroma in a moderate amount (0.25 oz).",llm_contextual_v1,0.25,0.05555555555555555,4.0
12,62,3,0.75,oz,.75 oz Luxardo Bitter Bianco,other,gentian,bitters,0.1,0.2,0.9,0.8,0.1,0.2,bitters,0.9,"Luxardo Bitter Bianco has type_tag 'other' but anchor_form 'bitters', high bitterness (0.9), and is used in a small quantity (0.75 oz) as a flavoring agent.",llm_contextual_v1,0.75,0.16666666666666666,3.0
12,63,4,2.0,dash,2 dash Salted Chocolate Bitters,mixer_water,chocolate,bitters,0.2,0.1,0.9,0.8,0.0,0.1,bitters,0.95,"Salted Chocolate Bitters is explicitly labeled with anchor_form 'bitters', used in dashes (2 dash), and adds concentrated bitter and aromatic flavors.",llm_contextual_v1,2.0,0.4444444444444444,1.0
13,5,1,1.5,oz,1.5 oz Junipero Gin,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,base_spirit,0.95,"Junipero Gin is the primary alcoholic component with the highest amount among spirits, forming the foundation of the drink.",llm_contextual_v1,1.5,0.13953488372093023,2.0
13,65,2,0.75,oz,.75 oz Pineapple Juice,juice,pineapple,juice,0.6,0.7,0.3,0.8,0.9,0.4,modifier,0.85,"Pineapple juice enhances the base spirit's flavor with fruity and sweet notes, modifying the overall profile.",llm_contextual_v1,0.75,0.06976744186046512,4.0
13,66,3,0.5,oz,.5 oz Monin Strawberry Puree,puree,strawberry,other,0.4,0.7,0.2,0.6,0.9,0.5,sweetener,0.9,Monin Strawberry Puree adds significant sweetness to balance the acidity and bitterness in the cocktail.,llm_contextual_v1,0.5,0.046511627906976744,5.0
13,67,4,6.5,,6-7  Mint Leaves,other,mint,other,0.1,0.4,0.3,0.8,0.3,0.2,garnish,0.8,"Mint leaves are typically used as a decorative and aromatic element, added in quantity for garnish rather than as a primary flavor component.",llm_contextual_v1,6.5,0.6046511627906976,1.0
13,68,5,0.5,oz,.5 oz Lemon Sour,other,lemon,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.9,"Lemon Sour provides acidity with high sour flavor, balancing sweetness and adding tartness to the drink.",llm_contextual_v1,0.5,0.046511627906976744,5.0
13,69,6,1.0,oz,1 oz Lemon Lime Soda,other,lemon lime,other,0.7,0.6,0.1,0.4,0.8,0.3,dilution,0.85,"Lemon Lime Soda dilutes the drink, adding effervescence and lightening the body, typical of soda mixers.",llm_contextual_v1,1.0,0.09302325581395349,3.0
14,3,4,0.25,oz,.25 oz Lime Juice,juice,lime,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.9,"Lime juice is a citrus juice that provides acidity to balance the sweetness of the liqueurs, typical in cocktails for sourness.",llm_contextual_v1,0.25,0.03333333333333333,5.0
14,22,1,0.75,oz,.75 oz Luxardo Maraschino Liqueur,liqueur,cherry,liqueur,0.1,0.8,0.4,0.9,0.7,0.6,sweetener,0.85,"Luxardo Maraschino Liqueur has high sweetness (sweet=0.8) and is used in moderate amount (0.75 oz) to add sweetness and cherry flavor, acting as a primary sweetening agent.",llm_contextual_v1,0.75,0.1,3.0
14,37,2,0.5,oz,.5 oz Luxardo Sangue Morlacco Cherry Liqueur,liqueur,cherry,liqueur,0.2,0.8,0.4,0.7,0.6,0.6,modifier,0.8,"Luxardo Sangue Morlacco Cherry Liqueur enhances the cherry flavor profile from the sweetener, adding complexity and body as a secondary liqueur.",llm_contextual_v1,0.5,0.06666666666666667,4.0
14,72,3,1.0,,1  Basil Leaf,other,basil,other,0.1,0.6,0.4,0.8,0.3,0.2,garnish,0.9,"Basil leaf is typically used as a decorative and aromatic element in cocktails, added in small quantity (1 leaf) for garnish purposes.",llm_contextual_v1,1.0,0.13333333333333333,2.0
14,74,5,5.0,dash,5 dash Rose Water,water_ice,rose,other,0.1,0.6,0.2,0.9,0.3,0.3,other,0.75,"Rose water is used in dashes for aromatic and floral notes, but doesn't fit neatly into standard cocktail roles like base spirit or acid; it's a flavoring agent.",llm_contextual_v1,5.0,0.6666666666666666,1.0
15,5,1,1.5,oz,1.5 oz Junipero Gin,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,base_spirit,0.98,"Junipero Gin is the primary alcoholic component with the highest amount (1.5 oz) and amount_rank 1, forming the foundation of the drink as a spirit.",llm_contextual_v1,1.5,0.46153846153846156,1.0
15,76,2,1.0,oz,1 oz Lime Sour,other,lime,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.95,"Lime Sour, with a high sour flavor profile (0.8) and type_tag 'other' but anchor_form 'juice', serves as the main acidic component to balance the drink, typical in cocktails for acidity.",llm_contextual_v1,1.0,0.3076923076923077,2.0
15,77,3,0.5,oz,.5 oz Orange Juice,juice,orange,juice,0.6,0.7,0.3,0.5,0.9,0.4,modifier,0.85,"Orange Juice, with moderate amount (0.5 oz) and fruity flavor (0.9), enhances the base spirit's flavor by adding citrus notes and body, acting as a modifier rather than a primary acid or sweetener.",llm_contextual_v1,0.5,0.15384615384615385,3.0
15,78,4,0.25,oz,.25 oz Dry Curacao,liqueur,orange,liqueur,0.2,0.8,0.4,0.9,0.7,0.6,sweetener,0.9,"Dry Curacao, a liqueur with high sweet flavor (0.8) and small amount (0.25 oz), adds sweetness to balance the acidity from lime and orange, typical role in cocktails for liqueurs with sweet profiles.",llm_contextual_v1,0.25,0.07692307692307693,4.0
16,5,2,0.5,oz,.5 oz Junipero Gin,spirit,juniper,spirit,0.2,0.3,0.4,0.9,0.5,0.7,base_spirit,0.95,"Junipero Gin is a spirit with the highest alcohol content and typical base role in cocktails, though amount is relatively low compared to others.",llm_contextual_v1,0.5,0.15384615384615385,3.0
16,7,4,0.25,oz,.25 oz Lemon Juice,juice,lemon,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.98,"Lemon juice is a classic acidic component in cocktails, providing sourness and balance.",llm_contextual_v1,0.25,0.07692307692307693,4.0
16,22,1,0.75,oz,.75 oz Luxardo Maraschino Liqueur,liqueur,cherry,liqueur,0.1,0.8,0.4,0.9,0.7,0.6,sweetener,0.9,"Luxardo Maraschino Liqueur is a sweet liqueur with high sweet flavor profile, used to add sweetness and flavor complexity.",llm_contextual_v1,0.75,0.23076923076923078,2.0
16,81,3,0.75,oz,.75 oz Monin Apple Puree,puree,apple,other,0.3,0.7,0.2,0.5,0.8,0.6,modifier,0.85,"Monin Apple Puree adds fruity flavor and body, modifying the base spirit's profile without being the primary sweetener or acid.",llm_contextual_v1,0.75,0.23076923076923078,2.0
16,83,5,1.0,dash,1 dash Fennel Bitters,bitters,botanical,bitters,0.1,0.1,0.9,0.8,0.2,0.1,bitters,0.99,"Fennel Bitters is explicitly labeled as bitters, used in small dashes to add aromatic and bitter notes.",llm_contextual_v1,1.0,0.3076923076923077,1.0
17,25,4,0.75,oz,.75 oz Luxardo Amaro Abano,liqueur,herbal_botanical,liqueur,0.2,0.7,0.8,0.9,0.3,0.8,modifier,0.9,"Luxardo Amaro Abano is a herbal-botanical liqueur with high bitter and sweet flavors, used to modify and enhance the rum base spirits in this recipe.",llm_contextual_v1,0.75,0.25,1.0
17,84,1,0.75,oz,.75 oz Banks 5 Rum,spirit,sugarcane,spirit,0.1,0.4,0.1,0.7,0.3,0.8,base_spirit,0.95,"Banks 5 Rum is a sugarcane-based spirit with equal amount ratio to other ingredients, serving as one of the primary alcoholic foundations of the drink.",llm_contextual_v1,0.75,0.25,1.0
17,85,2,0.75,oz,.75 oz Denizen Aged White Rum,spirit,sugarcane,spirit,0.1,0.4,0.1,0.7,0.3,0.8,modifier,0.85,"Multiple base spirits, demoted to modifier",llm_contextual_v1,0.75,0.25,1.0
17,85,3,0.75,oz,.75 oz Denizen Aged White Rum,spirit,sugarcane,spirit,0.1,0.4,0.1,0.7,0.3,0.8,modifier,0.85,"Multiple base spirits, demoted to modifier",llm_contextual_v1,0.75,0.25,1.0
18,7,3,0.25,oz,.25 oz Lemon juice,juice,lemon,juice,0.8,0.3,0.4,0.6,0.7,0.2,acid,0.95,"Lemon juice is a citrus juice that provides acidity to balance the drink, typical in cocktails for sourness.",llm_contextual_v1,0.25,0.05555555555555555,3.0
18,50,1,1.0,oz,1 oz King's Ginger Liqueur,liqueur,ginger,liqueur,0.1,0.8,0.3,0.9,0.4,0.7,modifier,0.85,"King's Ginger Liqueur is a flavored liqueur that modifies and enhances the base spirit with ginger notes, acting as a secondary alcoholic component.",llm_contextual_v1,1.0,0.2222222222222222,2.0
18,89,2,1.0,oz,1 oz H by HINE,other,grape,spirit,0.2,0.6,0.4,0.9,0.7,0.8,base_spirit,0.9,"H by HINE is a grape-based spirit with the highest amount ratio (0.222) and typical spirit characteristics, serving as the primary alcoholic foundation.",llm_contextual_v1,1.0,0.2222222222222222,2.0
18,91,4,0.25,oz,.25 oz Simple syrup,syrup,sugar,syrup,0.1,0.9,0.1,0.2,0.0,0.4,sweetener,0.95,"Simple syrup is a common sweetener in cocktails, used to balance acidity and bitterness.",llm_contextual_v1,0.25,0.05555555555555555,3.0
18,92,5,2.0,dash,2 dash Fee Brothers Rhubard bitters,bitters,rhubarb,bitters,0.2,0.4,0.9,0.8,0.3,0.1,bitters,0.95,Fee Brothers Rhubarb bitters are concentrated flavoring agents used in small dashes to add complexity and bitterness.,llm_contextual_v1,2.0,0.4444444444444444,1.0
